id,Suburb,Type,Method,Real_Estate_Agent,Distance,Postcode,Number_of_Bedroom,Number_of_Bathroom,Number_of_Carpark,Latitude,Longitude,Median_rent_weekly
7866,Werribee,h,S,Ray,14.7,3030,3,2,2,-37.88688,144.67244,371
7867,Werribee,h,SP,Triwest,14.7,3030,3,1,0,-37.89363,144.65693,371
7868,Werribee,h,S,hockingstuart,14.7,3030,3,2,1,-37.89347,144.66679,371
7869,Werribee,h,S,Hayeswinckle,14.7,3030,3,1,2,-37.90111,144.63302,371
7870,Werribee,h,SP,YPA,14.7,3030,3,2,2,-37.90188,144.65138,371
7871,Derrimut,h,S,Bells,14.7,3030,4,2,2,-37.78774,144.76019,371
7872,Werribee,h,S,YPA,14.7,3030,3,1,2,-37.90908,144.65774,371
7873,Werribee,h,S,YPA,14.7,3030,3,2,2,-37.88421,144.67869,371
7874,Werribee,h,S,hockingstuart,14.7,3030,3,1,0,-37.88996,144.65526,371
7875,Point Cook,h,SP,LJ,14.7,3030,3,2,2,-37.89273,144.72559,371
7876,Werribee,h,S,Ray,14.7,3030,4,1,4,-37.88496,144.66332,371
7877,Werribee,h,S,YPA,14.7,3030,3,1,1,-37.88632,144.67582,371
7878,Point Cook,h,VB,hockingstuart,14.7,3030,4,2,2,-37.90715,144.76527,371
7879,Point Cook,h,S,hockingstuart,14.7,3030,4,2,2,-37.89279,144.73158,371
7880,Point Cook,h,S,hockingstuart,14.7,3030,4,2,2,-37.8914,144.72014,371
7881,Werribee,h,SP,Greg,14.7,3030,3,2,4,-37.87975,144.66459,371
7882,Werribee,h,S,Greg,14.7,3030,2,1,1,-37.90423,144.67008,371
7883,Werribee,h,S,Greg,14.7,3030,3,1,2,-37.8889,144.65744,371
7884,Werribee,h,S,hockingstuart,14.7,3030,4,2,2,-37.91807,144.63816,371
7885,Werribee,h,SP,Biggin,14.7,3030,3,1,3,-37.88666,144.66149,371
7886,Werribee,h,S,hockingstuart,14.7,3030,4,2,2,-37.91859,144.64143,371
7887,Werribee,h,SP,Reliance,14.7,3030,3,1,1,-37.89444,144.65591,371
7888,Werribee,h,SP,YPA,14.7,3030,4,2,1,-37.89556,144.64268,371
7889,Point Cook,h,S,hockingstuart,14.7,3030,4,2,2,-37.91269,144.73946,371
7890,Werribee,h,PI,hockingstuart,14.7,3030,4,2,2,-37.89359,144.66911,371
7891,Werribee,h,S,YPA,14.7,3030,4,2,0,-37.89337,144.64003,371
7892,Werribee,u,PI,hockingstuart,14.7,3030,3,2,4,-37.87895,144.6707,371
7893,Point Cook,h,S,Barry,14.7,3030,3,2,2,-37.9105,144.73457,371
7894,Werribee,h,S,hockingstuart,14.7,3030,4,2,2,-37.87215,144.65608,371
7895,Werribee,h,S,McNaughton,14.7,3030,3,1,1,-37.89152,144.68345,371
7896,Werribee,h,S,hockingstuart,14.7,3030,4,2,2,-37.89463,144.66857,371
7897,Point Cook,h,S,LJ,14.7,3030,4,2,2,-37.88177,144.74221,371
7898,Point Cook,h,S,hockingstuart,14.7,3030,4,2,2,-37.90584,144.74858,371
7899,Werribee,h,S,Reliance,14.7,3030,3,1,2,-37.88537,144.65337,371
7900,Werribee,h,SP,YPA,14.7,3030,3,2,1,-37.90918,144.68325,371
7901,Werribee,h,SP,YPA,14.7,3030,4,2,4,-37.90336,144.67918,371
7902,Werribee,h,S,hockingstuart,14.7,3030,3,2,2,-37.90419,144.63761,371
7903,Werribee,h,S,hockingstuart,14.7,3030,3,1,1,-37.89513,144.64056,371
7904,Werribee,h,S,hockingstuart,14.7,3030,3,2,1,-37.89423,144.64131,371
7905,Point Cook,h,SP,Point,14.7,3030,4,2,2,-37.90858,144.77771,371
7906,Werribee,h,S,hockingstuart,14.7,3030,4,2,1,-37.89327,144.64789,371
7907,Point Cook,h,S,LJ,14.7,3030,3,2,2,-37.91375,144.76608,371
7908,Point Cook,h,SP,hockingstuart,14.7,3030,4,3,2,-37.89157,144.7584,371
7909,Point Cook,h,S,LJ,14.7,3030,5,2,2,-37.90486,144.7436,371
7910,Werribee,h,S,Ray,14.7,3030,3,2,2,-37.90136,144.66925,371
7911,Point Cook,h,S,Point,14.7,3030,4,2,2,-37.90162,144.74755,371
7912,Point Cook,h,SP,hockingstuart,14.7,3030,4,3,2,-37.89247,144.73598,371
7913,Werribee,h,S,hockingstuart,14.7,3030,3,1,1,-37.8915,144.65569,371
7914,Point Cook,h,SP,RW,14.7,3030,4,2,2,-37.90585,144.74921,371
7915,Werribee,h,SP,Sweeney,14.7,3030,3,2,0,-37.8917,144.63972,371
7916,Werribee,h,SP,Greg,14.7,3030,3,2,2,-37.88173,144.66524,371
7917,Werribee,h,S,Ray,14.7,3030,3,1,2,-37.8833,144.66801,371
7918,Point Cook,h,S,LJ,14.7,3030,4,2,2,-37.88338,144.74231,371
7919,Werribee,h,S,PRDNationwide,14.7,3030,3,1,1,-37.91147,144.67422,371
7920,Point Cook,h,SP,Point,14.7,3030,4,2,2,-37.8794,144.7412,371
7921,Point Cook,h,S,Reliance,14.7,3030,3,2,2,-37.8797,144.7405,371
7922,Werribee,h,S,Barry,14.7,3030,4,2,2,-37.8814,144.672,371
7923,Werribee,h,SP,YPA,14.7,3030,3,1,2,-37.8956,144.6588,371
7924,Werribee,h,S,FN,14.7,3030,2,1,1,-37.8949,144.6626,371
7925,Werribee,h,S,YPA,14.7,3030,3,1,2,-37.8978,144.6608,371
7926,Werribee,h,SP,Barry,14.7,3030,3,1,0,-37.8814,144.6621,371
7927,Point Cook,h,S,Point,14.7,3030,4,2,1,-37.8822,144.74597,371
7928,Point Cook,h,PI,hockingstuart,14.7,3030,4,2,2,-37.9102,144.72627,371
7929,Werribee,h,S,Barry,14.7,3030,3,2,2,-37.88098,144.65754,371
7930,Werribee,h,S,Burns,14.7,3030,4,2,2,-37.87348,144.6637,371
7931,Werribee,h,S,Barry,14.7,3030,3,1,2,-37.87912,144.66331,371
7932,Point Cook,h,S,LJ,14.7,3030,4,2,2,-37.88231,144.72006,371
7933,Werribee,h,SP,Barry,14.7,3030,4,2,2,-37.8786,144.65481,371
7934,Werribee,h,S,Barry,14.7,3030,3,3,2,-37.9009,144.67386,371
7935,Werribee,h,S,Ray,14.7,3030,3,2,2,-37.90721,144.65636,371
7936,Point Cook,h,S,LJ,14.7,3030,3,1,1,-37.89322,144.74984,371
7937,Point Cook,h,S,LJ,14.7,3030,4,2,2,-37.88253,144.72763,371
7938,Point Cook,h,S,hockingstuart,14.7,3030,4,2,2,-37.8812,144.72912,371
7939,Point Cook,h,S,LJ,14.7,3030,4,2,2,-37.89867,144.72649,371
7940,Werribee,h,VB,YPA,14.7,3030,3,1,2,-37.91492,144.66867,371
7941,Point Cook,h,S,Point,14.7,3030,4,2,2,-37.90997,144.73585,371
7942,Point Cook,h,S,Ray,14.7,3030,3,2,2,-37.90601,144.73621,371
7943,Werribee,h,PI,Barry,14.7,3030,3,1,1,-37.88596,144.65964,371
7944,Werribee,h,S,YPA,14.7,3030,3,1,2,-37.90315,144.67115,371
7945,Werribee,h,SP,Greg,14.7,3030,3,1,2,-37.88507,144.67787,371
7946,Point Cook,h,PI,hockingstuart,14.7,3030,4,2,2,-37.91013,144.74066,371
7947,Point Cook,t,S,Point,14.7,3030,3,2,2,-37.87814,144.74433,371
7948,Derrimut,h,S,Stockdale,14.7,3030,4,2,2,-37.78908,144.75605,371
7949,Point Cook,h,S,Point,14.7,3030,4,2,2,-37.90381,144.73973,371
7950,Point Cook,h,S,Point,14.7,3030,4,2,2,-37.90557,144.7413,371
7951,Werribee,h,S,hockingstuart,14.7,3030,4,2,2,-37.90335,144.61119,371
7952,Werribee,h,VB,Barry,14.7,3030,3,1,2,-37.90691,144.64409,371
7953,Werribee,h,VB,Ray,14.7,3030,4,2,3,-37.91212,144.63242,371
7954,Point Cook,h,SP,Barry,14.7,3030,4,2,2,-37.90265,144.7522,371
7955,Werribee,h,S,Ray,14.7,3030,3,1,2,-37.88318,144.66005,371
7956,Werribee,h,S,Purplebricks,14.7,3030,4,2,2,-37.90813,144.63034,371
7957,Werribee,h,SP,Greg,14.7,3030,3,1,2,-37.88006,144.65671,371
7958,Derrimut,h,S,Barry,14.7,3030,4,2,2,-37.78213,144.75637,371
7959,Point Cook,h,S,hockingstuart,14.7,3030,4,2,2,-37.90037,144.73416,371
7960,Point Cook,h,S,MICM,14.7,3030,5,2,2,-37.91058,144.74061,371
7961,Point Cook,h,PI,Sanctuary,14.7,3030,3,2,2,-37.90579,144.76861,371
7962,Werribee,h,SP,Greg,14.7,3030,4,2,2,-37.8917,144.66725,371
7963,Werribee,h,S,Ray,14.7,3030,5,2,4,-37.90145,144.66978,371
7964,Rowville,h,S,Harcourts,23.5,3178,5,2,2,-37.91894,145.24305,441
7965,Rowville,h,SP,Jellis,23.5,3178,4,2,2,-37.92985,145.25184,441
7966,Rowville,h,S,Fletchers,23.5,3178,4,2,0,-37.9088,145.26319,441
7967,Rowville,h,S,HAR,23.5,3178,4,2,2,-37.91692,145.25896,441
7968,Rowville,h,S,Harcourts,23.5,3178,3,2,2,-37.92778,145.24796,441
7969,Rowville,h,S,Barry,23.5,3178,3,2,1,-37.91713,145.24706,441
7970,Rowville,h,S,Harcourts,23.5,3178,3,2,2,-37.94266,145.24662,441
7971,Rowville,h,SP,Harcourts,23.5,3178,4,2,2,-37.93609,145.24614,441
7972,Rowville,h,VB,Barry,23.5,3178,4,2,2,-37.9046,145.2684,441
7973,Rowville,h,S,Ray,23.5,3178,5,2,4,-37.922,145.25426,441
7974,Rowville,h,S,Noel,23.5,3178,4,2,2,-37.9302,145.24241,441
7975,Rowville,h,SP,Harcourts,23.5,3178,4,2,2,-37.92628,145.24259,441
7976,Sandringham,u,S,hockingstuart,15.2,3191,2,1,1,-37.95236,145.00737,460
7977,Sandringham,t,S,Hodges,15.2,3191,4,2,2,-37.95326,145.01779,460
7978,Sandringham,h,SP,Buxton,15.2,3191,3,2,0,-37.94785,145.01467,460
7979,Sandringham,t,S,McGrath,15.2,3191,4,2,2,-37.95372,145.00608,460
7980,Sandringham,h,S,Charlton,15.2,3191,4,2,2,-37.95877,145.02701,460
7981,Sandringham,u,S,Buxton,15.2,3191,2,1,1,-37.95142,145.01977,460
7982,Sandringham,h,PI,McGrath,15.2,3191,4,3,2,-37.95095,145.02096,460
7983,Sandringham,h,S,Buxton,15.2,3191,3,2,1,-37.95035,145.01571,460
7984,Sandringham,h,S,hockingstuart,15.2,3191,4,2,2,-37.96,145.02068,460
7985,Sandringham,h,S,Hodges,15.2,3191,4,2,2,-37.95882,145.02138,460
7986,Sandringham,h,S,hockingstuart,15.2,3191,4,2,1,-37.94804,145.00756,460
7987,Sandringham,h,S,Marshall,15.2,3191,5,3,2,-37.95185,145.01859,460
7988,Sandringham,h,S,Buxton,15.2,3191,3,1,2,-37.94901,145.01167,460
7989,Sandringham,h,SP,Buxton,15.2,3191,4,2,2,-37.95893,145.0128,460
7990,Sandringham,t,VB,hockingstuart,15.2,3191,4,2,1,-37.94723,145.02268,460
7991,Sandringham,h,S,Buxton,15.2,3191,4,2,2,-37.95685,145.01977,460
7992,Sandringham,h,VB,hockingstuart,15.2,3191,4,3,2,-37.9487,145.02145,460
7993,Sandringham,h,S,Hodges,15.2,3191,3,1,2,-37.9524,145.02052,460
7994,Sandringham,h,S,Buxton,15.2,3191,4,2,2,-37.95333,145.01048,460
7995,Sandringham,h,S,Hodges,15.2,3191,4,1,1,-37.95056,145.01757,460
7996,Sandringham,h,S,Buxton,15.2,3191,4,2,2,-37.9535,145.01299,460
7997,Sandringham,h,S,Buxton,15.2,3191,3,2,2,-37.94964,145.01593,460
7998,Seaford,u,S,O'Brien,35.4,3198,3,2,2,-38.10422,145.14159,351
7999,Seaford,h,S,Harcourts,35.4,3198,3,1,2,-38.11014,145.14336,351
8000,Seaford,h,S,Veitch,35.4,3198,4,2,2,-38.08814,145.12598,351
8001,Seaford,h,VB,Harcourts,35.4,3198,4,2,0,-38.11336,145.15035,351
8002,Seaford,t,S,hockingstuart,35.4,3198,2,1,1,-38.12477,145.13668,351
8003,Seaford,h,S,U,35.4,3198,4,2,4,-38.10226,145.14459,351
8004,Seaford,h,S,Buxton,35.4,3198,4,2,3,-38.11161,145.15011,351
8005,Seaford,h,S,hockingstuart,35.4,3198,4,2,2,-38.10052,145.13397,351
8006,Seaford,h,S,O'Brien,35.4,3198,4,2,2,-38.09683,145.12981,351
8007,Seaford,h,S,hockingstuart,35.4,3198,3,1,1,-38.09864,145.13129,351
8008,Seaford,h,S,hockingstuart,35.4,3198,3,1,1,-38.10505,145.15328,351
8009,Seaford,h,SP,O'Brien,35.4,3198,3,1,2,-38.09995,145.12863,351
8010,Seaford,h,S,Eview,35.4,3198,4,2,2,-38.12211,145.1285,351
8011,Seaford,h,S,hockingstuart/hockingstuart,35.4,3198,3,1,3,-38.09491,145.13469,351
8012,Seaford,h,S,Property,35.4,3198,4,1,2,-38.0984,145.12932,351
8013,Seaford,h,SP,Mitchell,35.4,3198,3,1,1,-38.10309,145.13228,351
8014,Seaford,h,S,Harcourts,35.4,3198,3,2,2,-38.11526,145.12831,351
8015,South Morang,h,PI,Millership,20.5,3752,4,2,2,-37.61957,145.0948,390
8016,South Morang,h,S,Harcourts,20.5,3752,4,3,2,-37.63485,145.07272,390
8017,South Morang,h,S,Harcourts,20.5,3752,3,2,4,-37.64215,145.08584,390
8018,South Morang,h,S,Ray,20.5,3752,5,5,3,-37.6236,145.10629,390
8019,South Morang,h,S,Harcourts,20.5,3752,3,2,2,-37.64426,145.1,390
8020,South Morang,h,S,Iconek,20.5,3752,4,2,2,-37.62648,145.07141,390
8021,South Morang,t,S,Harcourts,20.5,3752,3,2,2,-37.63478,145.08486,390
8022,South Morang,h,S,Harcourts,20.5,3752,4,2,2,-37.63454,145.06894,390
8023,South Morang,h,S,Love,20.5,3752,4,2,2,-37.63873,145.07805,390
8024,South Morang,t,SP,Harcourts,20.5,3752,2,1,1,-37.6522,145.09261,390
8025,South Morang,h,SA,Harcourts,20.5,3752,3,2,2,-37.64027,145.08745,390
8026,South Morang,h,S,The,20.5,3752,3,2,2,-37.6366,145.07226,390
8027,South Morang,h,S,Ray,20.5,3752,5,3,2,-37.62292,145.09507,390
8028,South Morang,h,S,HAR,20.5,3752,4,2,2,-37.63534,145.09081,390
8029,South Morang,h,S,HAR,20.5,3752,4,2,3,-37.63931,145.06568,390
8030,South Morang,h,S,HAR,20.5,3752,4,2,2,-37.63177,145.06636,390
8031,South Morang,h,S,The,20.5,3752,3,2,2,-37.63693,145.06482,390
8032,South Morang,h,S,Barry,20.5,3752,3,2,2,-37.6353,145.06673,390
8033,South Morang,h,S,Millership,20.5,3752,4,2,2,-37.63132,145.06562,390
8034,South Morang,h,S,Millership,20.5,3752,3,1,2,-37.64776,145.09292,390
8035,South Morang,h,S,HAR,20.5,3752,3,2,2,-37.65133,145.09697,390
8036,South Morang,h,SP,Ray,20.5,3752,3,1,4,-37.6584,145.09,390
8037,South Morang,h,PI,Love,20.5,3752,4,2,2,-37.6377,145.0704,390
8038,South Morang,h,S,Stockdale,20.5,3752,5,3,2,-37.6414,145.0838,390
8039,South Morang,h,SP,Ray,20.5,3752,4,3,2,-37.6489,145.0968,390
8040,South Morang,h,VB,RW,20.5,3752,3,2,1,-37.61845,145.09592,390
8041,South Morang,h,S,Millership,20.5,3752,4,2,2,-37.63552,145.08976,390
8042,South Morang,h,PI,Morrison,20.5,3752,4,2,2,-37.61672,145.0689,390
8043,South Morang,h,S,Stockdale,20.5,3752,4,2,2,-37.65116,145.09417,390
8044,South Morang,h,S,HAR,20.5,3752,3,2,2,-37.63423,145.06856,390
8045,South Morang,h,S,Skad,20.5,3752,3,2,2,-37.65263,145.0977,390
8046,South Morang,h,S,HAR,20.5,3752,4,2,2,-37.65766,145.09505,390
8047,South Morang,h,S,HAR,20.5,3752,5,3,3,-37.62387,145.06598,390
8048,South Morang,h,S,Barry,20.5,3752,4,2,2,-37.62287,145.0906,390
8049,South Morang,h,S,Barry,20.5,3752,4,2,2,-37.63066,145.08307,390
8050,Springvale,h,S,iSell,20.8,3171,3,1,2,-37.94106,145.16193,357
8051,Springvale,h,S,iSell,20.8,3171,3,1,4,-37.94434,145.16289,357
8052,Springvale,h,S,C21,20.8,3171,3,1,2,-37.95277,145.14194,357
8053,Springvale,h,S,iSell,20.8,3171,3,2,2,-37.95512,145.14612,357
8054,Springvale,h,SP,Le,20.8,3171,2,1,2,-37.93546,145.15451,357
8055,Springvale,h,PI,LJ,20.8,3171,3,1,2,-37.94282,145.15888,357
8056,Springvale,h,SP,RW,20.8,3171,3,2,2,-37.93775,145.17345,357
8057,Sunbury,h,S,Raine,31.7,3429,4,2,2,-37.59501,144.70069,361
8058,Sunbury,h,S,Raine,31.7,3429,3,1,2,-37.57282,144.70553,361
8059,Sunbury,h,SP,Brad,31.7,3429,3,2,2,-37.57686,144.71023,361
8060,Sunbury,h,SP,Raine,31.7,3429,3,1,6,-37.56291,144.72848,361
8061,Sunbury,h,SP,Brad,31.7,3429,4,2,2,-37.58089,144.72183,361
8062,Sunbury,h,PI,Brad,31.7,3429,4,2,2,-37.58231,144.69962,361
8063,Sunbury,h,S,Raine,31.7,3429,4,2,2,-37.57355,144.70854,361
8064,Sunbury,h,S,YPA,31.7,3429,3,1,3,-37.56935,144.7241,361
8065,Sunbury,h,S,YPA,31.7,3429,3,1,4,-37.57532,144.71058,361
8066,Sunbury,u,SP,Brad,31.7,3429,2,1,1,-37.57063,144.70693,361
8067,Sunbury,h,S,Leeburn,31.7,3429,3,1,4,-37.58442,144.75565,361
8068,Sunbury,h,S,One,31.7,3429,3,2,2,-37.57499,144.75329,361
8069,Sunbury,h,S,Barry,31.7,3429,4,2,2,-37.57029,144.71163,361
8070,Sunbury,h,S,YPA,31.7,3429,4,2,2,-37.56284,144.71187,361
8071,Sunbury,h,S,Barry,31.7,3429,3,2,4,-37.58196,144.71066,361
8072,Sunbury,h,S,YPA,31.7,3429,3,1,3,-37.57662,144.74767,361
8073,Sunbury,h,S,YPA,31.7,3429,3,1,1,-37.57123,144.72334,361
8074,Sunbury,h,SP,Leeburn,31.7,3429,3,2,2,-37.58883,144.70202,361
8075,Sunbury,h,S,One,31.7,3429,3,2,1,-37.5877,144.73734,361
8076,Sunbury,h,S,YPA,31.7,3429,5,3,2,-37.59115,144.72581,361
8077,Sunbury,h,S,YPA,31.7,3429,4,2,2,-37.58457,144.70005,361
8078,Sunbury,h,S,YPA,31.7,3429,4,2,1,-37.57231,144.70429,361
8079,Sunbury,h,S,One,31.7,3429,3,2,2,-37.56533,144.71233,361
8080,Sunbury,h,SP,Brad,31.7,3429,3,1,2,-37.57681,144.72245,361
8081,Sunbury,h,S,Leading,31.7,3429,3,2,1,-37.56172,144.70459,361
8082,Sunbury,h,S,Barry,31.7,3429,3,1,2,-37.58271,144.73207,361
8083,Sunbury,h,S,Brad,31.7,3429,3,2,3,-37.59304,144.69664,361
8084,Sunbury,h,S,Raine,31.7,3429,4,2,2,-37.56398,144.71407,361
8085,Sunbury,h,S,YPA,31.7,3429,3,2,1,-37.5613,144.72751,361
8086,Sunbury,h,S,Raine,31.7,3429,3,1,1,-37.5595,144.7305,361
8087,Sunbury,h,SP,Ray,31.7,3429,4,2,6,-37.589,144.7384,361
8088,Sunbury,h,PI,Brad,31.7,3429,3,2,0,-37.5867,144.7111,361
8089,Sunbury,h,S,Brad,31.7,3429,4,2,0,-37.56509,144.72563,361
8090,Sunbury,h,S,Barry,31.7,3429,3,2,2,-37.58796,144.70044,361
8091,Sunbury,h,SP,Raine,31.7,3429,4,2,3,-37.58767,144.70038,361
8092,Sunbury,h,SP,Brad,31.7,3429,4,2,2,-37.58364,144.71961,361
8093,Sunbury,h,S,Barry,31.7,3429,5,2,2,-37.58588,144.69954,361
8094,Sunbury,h,SP,L,31.7,3429,2,1,2,-37.57961,144.71363,361
8095,Sunbury,h,SP,Raine,31.7,3429,3,1,1,-37.58059,144.69333,361
8096,Sunbury,h,SP,Barry,31.7,3429,4,2,2,-37.5732,144.71182,361
8097,Sunbury,h,SP,Rounds,31.7,3429,3,2,1,-37.5924,144.70809,361
8098,Sunbury,h,S,Raine,31.7,3429,3,1,3,-37.58254,144.71017,361
8099,Sunbury,h,PI,YPA,31.7,3429,3,2,2,-37.56889,144.72368,361
8100,Sunbury,h,SP,YPA,31.7,3429,4,2,2,-37.59531,144.72317,361
8101,Sunbury,h,SP,One,31.7,3429,4,2,2,-37.58752,144.69896,361
8102,Sunbury,h,SP,One,31.7,3429,3,1,3,-37.58776,144.7117,361
8103,Sunbury,h,S,Raine,31.7,3429,3,2,1,-37.57985,144.75528,361
8104,Sunbury,h,S,One,31.7,3429,3,2,2,-37.57328,144.698,361
8105,Sunbury,h,S,YPA,31.7,3429,3,2,2,-37.56438,144.70907,361
8106,Tarneit,h,S,Purplebricks,18.4,3029,3,2,2,-37.83867,144.7034,371
8107,Hoppers Crossing,h,S,hockingstuart,18.4,3029,3,2,1,-37.87498,144.69617,371
8108,Hoppers Crossing,h,SP,Barry,18.4,3029,3,2,2,-37.86713,144.71086,371
8109,Hoppers Crossing,h,S,Sweeney,18.4,3029,3,1,1,-37.86658,144.71221,371
8110,Hoppers Crossing,h,VB,hockingstuart,18.4,3029,4,2,3,-37.87051,144.7141,371
8111,Hoppers Crossing,h,S,Greg,18.4,3029,3,1,2,-37.87016,144.70606,371
8112,Truganina,u,SP,Sweeney,18.4,3029,3,2,1,-37.84169,144.72333,371
8113,Truganina,h,S,TRUE,18.4,3029,3,2,2,-37.83963,144.71487,371
8114,Tarneit,h,SP,Purplebricks,18.4,3029,4,2,2,-37.84267,144.65407,371
8115,Tarneit,h,SP,Reliance,18.4,3029,4,2,2,-37.83851,144.6887,371
8116,Hoppers Crossing,h,S,Reliance,18.4,3029,3,2,4,-37.87326,144.69103,371
8117,Hoppers Crossing,h,S,LJ,18.4,3029,3,1,0,-37.86991,144.68607,371
8118,Hoppers Crossing,h,SP,Triwest,18.4,3029,4,2,2,-37.86821,144.69566,371
8119,Tarneit,h,S,hockingstuart,18.4,3029,4,2,2,-37.867,144.65618,371
8120,Tarneit,h,S,hockingstuart,18.4,3029,3,2,2,-37.83353,144.67324,371
8121,Tarneit,h,S,Sweeney,18.4,3029,3,2,2,-37.85037,144.66179,371
8122,Hoppers Crossing,h,S,Ray,18.4,3029,3,2,2,-37.87447,144.66771,371
8123,Hoppers Crossing,h,S,Reliance,18.4,3029,3,1,2,-37.8835,144.68447,371
8124,Hoppers Crossing,h,SP,One,18.4,3029,4,2,2,-37.87517,144.67094,371
8125,Hoppers Crossing,h,S,Reliance,18.4,3029,3,1,2,-37.88531,144.68431,371
8126,Hoppers Crossing,h,S,hockingstuart,18.4,3029,4,2,2,-37.84958,144.67154,371
8127,Hoppers Crossing,h,PI,hockingstuart,18.4,3029,4,2,3,-37.86495,144.69719,371
8128,Tarneit,h,VB,S&L,18.4,3029,3,1,1,-37.86744,144.65609,371
8129,Truganina,h,S,hockingstuart,18.4,3029,4,2,2,-37.83909,144.70557,371
8130,Hoppers Crossing,h,SP,Greg,18.4,3029,4,1,2,-37.86993,144.68008,371
8131,Hoppers Crossing,h,S,YPA,18.4,3029,4,2,2,-37.85075,144.67383,371
8132,Hoppers Crossing,h,S,hockingstuart,18.4,3029,4,2,2,-37.86376,144.67717,371
8133,Hoppers Crossing,h,S,Barry,18.4,3029,3,2,2,-37.85701,144.70883,371
8134,Hoppers Crossing,h,S,RW,18.4,3029,4,2,2,-37.88976,144.68211,371
8135,Hoppers Crossing,h,SP,Barry,18.4,3029,4,2,2,-37.86983,144.70095,371
8136,Hoppers Crossing,h,S,hockingstuart,18.4,3029,3,1,2,-37.87864,144.6842,371
8137,Tarneit,h,S,hockingstuart,18.4,3029,4,2,2,-37.84743,144.71243,371
8138,Hoppers Crossing,h,SA,Ray,18.4,3029,3,1,3,-37.86045,144.68482,371
8139,Hoppers Crossing,h,SP,Greg,18.4,3029,3,2,2,-37.87295,144.69098,371
8140,Hoppers Crossing,h,SP,Barry,18.4,3029,3,1,2,-37.85703,144.68212,371
8141,Truganina,h,S,Barry,18.4,3029,4,2,2,-37.8458,144.7455,371
8142,Hoppers Crossing,h,S,Barry,18.4,3029,4,2,4,-37.8484,144.6748,371
8143,Hoppers Crossing,h,S,YPA,18.4,3029,3,3,3,-37.8512,144.6753,371
8144,Hoppers Crossing,h,S,hockingstuart,18.4,3029,4,2,2,-37.8707,144.6813,371
8145,Hoppers Crossing,u,S,hockingstuart,18.4,3029,3,1,1,-37.8666,144.6904,371
8146,Hoppers Crossing,h,S,LJ,18.4,3029,3,1,1,-37.87401,144.69803,371
8147,Hoppers Crossing,h,S,Barry,18.4,3029,3,2,2,-37.86569,144.69104,371
8148,Hoppers Crossing,h,S,Barry,18.4,3029,3,2,4,-37.88685,144.69052,371
8149,Hoppers Crossing,h,S,Sweeney,18.4,3029,3,2,2,-37.85713,144.68278,371
8150,Tarneit,h,S,hockingstuart,18.4,3029,3,2,2,-37.85303,144.66346,371
8151,Truganina,h,SP,Barry,18.4,3029,4,2,2,-37.84477,144.73444,371
8152,Truganina,h,S,One,18.4,3029,4,2,2,-37.84588,144.71585,371
8153,Truganina,h,S,Ray,18.4,3029,3,2,2,-37.84391,144.7258,371
8154,Hoppers Crossing,h,SP,Commercial,18.4,3029,3,2,2,-37.85402,144.67333,371
8155,Hoppers Crossing,h,S,Ray,18.4,3029,3,1,6,-37.88137,144.69321,371
8156,Hoppers Crossing,h,PI,Greg,18.4,3029,3,2,6,-37.8787,144.68653,371
8157,Hoppers Crossing,h,SP,PSP,18.4,3029,3,1,0,-37.88248,144.69335,371
8158,Hoppers Crossing,h,S,hockingstuart,18.4,3029,4,2,2,-37.86782,144.6696,371
8159,Hoppers Crossing,h,S,Sweeney,18.4,3029,3,2,1,-37.86608,144.68721,371
8160,Tarneit,h,SP,Sweeney,18.4,3029,5,2,2,-37.83753,144.66697,371
8161,Hoppers Crossing,h,S,Ray,18.4,3029,4,2,0,-37.87477,144.66815,371
8162,Hoppers Crossing,h,S,Barry,18.4,3029,3,2,4,-37.88291,144.69264,371
8163,Truganina,h,S,Benlor,18.4,3029,3,2,2,-37.8376,144.71489,371
8164,Hoppers Crossing,h,S,Greg,18.4,3029,3,1,6,-37.89091,144.68096,371
8165,Hoppers Crossing,h,S,hockingstuart,18.4,3029,3,1,3,-37.86505,144.69352,371
8166,Hoppers Crossing,h,S,YPA,18.4,3029,3,2,1,-37.85095,144.67452,371
8167,Hoppers Crossing,h,S,Wyndham,18.4,3029,3,1,1,-37.87161,144.69305,371
8168,Tarneit,h,SA,YPA,18.4,3029,3,2,2,-37.84869,144.66707,371
8169,Hoppers Crossing,h,VB,Raine,18.4,3029,3,1,4,-37.86588,144.70966,371
8170,Hoppers Crossing,h,S,Barry,18.4,3029,3,2,2,-37.87263,144.66732,371
8171,Wyndham Vale,h,S,hockingstuart,27.2,3024,3,1,2,-37.89757,144.63041,350
8172,Wyndham Vale,h,S,hockingstuart,27.2,3024,4,2,2,-37.87047,144.59864,350
8173,Wyndham Vale,h,SP,YPA,27.2,3024,4,2,1,-37.87959,144.60977,350
8174,Wyndham Vale,h,S,hockingstuart,27.2,3024,3,1,1,-37.8928,144.62336,350
8175,Wyndham Vale,h,S,Barry,27.2,3024,3,2,2,-37.8951,144.6293,350
8176,Wyndham Vale,h,SP,Barry,27.2,3024,3,1,1,-37.88002,144.62762,350
8177,Wyndham Vale,h,S,YPA,27.2,3024,4,2,2,-37.89738,144.61158,350
8178,Wyndham Vale,h,S,LJ,27.2,3024,3,1,2,-37.89552,144.61926,350
